row_index,text,entity,role,ID
2024,cantonese exclamation jadi walikota saja hoby main tamiya jualan martabak bangkrut tapi kepengen jadi wapres dengan perhitungan pwo kan sudah sepuh nanti penggantinya boyfriend over shoulder makobar terus beredar a lot of gibran lanjut presiden ketinggian pengennya kader pounds per square inch  kamu kok bisa bisanya menghina penny woamp meminta penny wo diganti gibran,penny woamp,PER,2261
2024,cantonese exclamation jadi walikota saja hoby main tamiya jualan martabak bangkrut tapi kepengen jadi wapres dengan perhitungan pwo kan sudah sepuh nanti penggantinya boyfriend over shoulder makobar terus beredar a lot of gibran lanjut presiden ketinggian pengennya kader pounds per square inch  kamu kok bisa bisanya menghina penny woamp meminta penny wo diganti gibran,penny wo diganti,PER,2261
2024,cantonese exclamation jadi walikota saja hoby main tamiya jualan martabak bangkrut tapi kepengen jadi wapres dengan perhitungan pwo kan sudah sepuh nanti penggantinya boyfriend over shoulder makobar terus beredar a lot of gibran lanjut presiden ketinggian pengennya kader pounds per square inch  kamu kok bisa bisanya menghina penny woamp meminta penny wo diganti gibran,gibran,PER,2261
2025,china pamer alutsista pada parade hari kemenangan mulai dari pesawat tempur pesawat siluman drone hingga rudal dipamerkan ke rakyat sampai pemimpin dunia yang hadir termasuk presiden prabowo pengamat militer khairul fahmi menyebut aksi unjuk gigi china menunjukkan,prabowo,PER,2262
2025,china pamer alutsista pada parade hari kemenangan mulai dari pesawat tempur pesawat siluman drone hingga rudal dipamerkan ke rakyat sampai pemimpin dunia yang hadir termasuk presiden prabowo pengamat militer khairul fahmi menyebut aksi unjuk gigi china menunjukkan,khairul fahmi,PER,2262
2026,ini mca presiden dengan budak dan bapak budak kanina siouu,kanina siouu,PER,2263
2031,pssi berencana menggelar piala presiden pada april berbeda dari sebelumnya piala presiden nanti tidak lagi menjadi turnamen pramusim rencananya akan diikuti oleh grup yang pesertanya juga berasal dari liga nusantara liga dan liga,liga nusantara liga,ORG,2268
2033,dpc partai demokrat dharmasraya mengucapkan selamat ulang tahun kepada bapak jenderal tni purn prof dari hug susilo bambang yudhoyono presiden republik indonesia ke6 sekaligus ketua majelis tinggi partai demokrat,jenderal tni purn prof,PER,2270
2033,dpc partai demokrat dharmasraya mengucapkan selamat ulang tahun kepada bapak jenderal tni purn prof dari hug susilo bambang yudhoyono presiden republik indonesia ke6 sekaligus ketua majelis tinggi partai demokrat,hug susilo bambang yudhoyono,PER,2270
2035,sppi lahir dari visi presiden prabowo yang percaya masa depan bangsa ada di tangan anak muda,prabowo,PER,2272
2036,hebatnya jokowi hanya rakyat biasa bisa jadi presiden indonesia dua periodekeberhasilan ini membuat semua klompok sakit hati dari ketua partai pakar pekok ormas terlarang oknum tnipolri pejabat suka korupsi dan paralytic perusak persatuanpendukung jokowi hanya rakyat biasa,jokowi,PER,2273
2036,hebatnya jokowi hanya rakyat biasa bisa jadi presiden indonesia dua periodekeberhasilan ini membuat semua klompok sakit hati dari ketua partai pakar pekok ormas terlarang oknum tnipolri pejabat suka korupsi dan paralytic perusak persatuanpendukung jokowi hanya rakyat biasa,jokowi,PER,2273
2040,presiden didesak membentuk grup independen untuk menginvestigasi kematian warga selama unjuk rasa agustus investigasi sekaligus mengungkap kematian iko polhuk adadikompas,iko polhuk adadikompas,PER,2277
2043,silsilah keluarga rahayu saraswati dengan presiden prabowo subianto kini mundur dari dpr ri lewat,rahayu saraswati,PER,2280
2043,silsilah keluarga rahayu saraswati dengan presiden prabowo subianto kini mundur dari dpr ri lewat,prabowo subianto,PER,2280
2045,banyak tugasan yang tidak terkandung dalam skop kerja hakiki malah terpaksa melakukannya di luar waktu sekolah antara punca guru terbeban sehingga mengambil keputusan bersara awal presiden kesatuan perkhidmatan perguruan kebangsaan nutp aminuddin awang berkata guru perlu,aminuddin awang,PER,2282
2047,presiden prabowo sampaikan duka caught in the act atas banjir di bali dan name that tune instruksikan penanganan cepat,prabowo,PER,2284
2050,dan semua yang sekolah tinggi itu kalah pintar dengan bapak anak yang bapaknya bisa jadi presiden dan anaknya bisa jadi wakil presiden apalagi yang anies bapak anak tidak jadi apa apa,anies,PER,2287
2051,presiden prabowo sorry if already posted kawal proses ruu perampasan aset biar tidak seperti wacana doang ruuperampasanaset,prabowo,PER,2288
2053,working at home wapres gibran bagi sembako ke relawan bobby nasution iparnya sendiri data dari asatupro amplifier jaringannews ribuan paket bertanda bantuan wakil presiden dibagikan di sumut mulai somebody else's problem sarkasme kayaknya ini bantuan keluarga in the style of dinasti pakai uang rakyat buat kampanye,gibran,PER,2290
2053,working at home wapres gibran bagi sembako ke relawan bobby nasution iparnya sendiri data dari asatupro amplifier jaringannews ribuan paket bertanda bantuan wakil presiden dibagikan di sumut mulai somebody else's problem sarkasme kayaknya ini bantuan keluarga in the style of dinasti pakai uang rakyat buat kampanye,bobby nasution,PER,2290
2053,working at home wapres gibran bagi sembako ke relawan bobby nasution iparnya sendiri data dari asatupro amplifier jaringannews ribuan paket bertanda bantuan wakil presiden dibagikan di sumut mulai somebody else's problem sarkasme kayaknya ini bantuan keluarga in the style of dinasti pakai uang rakyat buat kampanye,asatupro amplifier jaringannews,ORG,2290
2054,daftar kerja di perusahaan az harus bittorrent surat keterangan berkelakuan baik dari kepolisian lah ini dan aku sangat setuju presiden dalam hal ini profiling filtering dalam recruitment krg baik malukah no offence komentar,az,ORG,2291
2055,rakyat bersu ara aku tidak termasuk kata prof yang benci dengan bapak jokowi kalau menteri korupsi presiden harus tanggung jawab jadi kalau menteri kabinet merah putih korupsi presiden prabowo disuruh turun prof apaan itu,prof,PER,2293
2055,rakyat bersu ara aku tidak termasuk kata prof yang benci dengan bapak jokowi kalau menteri korupsi presiden harus tanggung jawab jadi kalau menteri kabinet merah putih korupsi presiden prabowo disuruh turun prof apaan itu,jokowi,PER,2293
2055,rakyat bersu ara aku tidak termasuk kata prof yang benci dengan bapak jokowi kalau menteri korupsi presiden harus tanggung jawab jadi kalau menteri kabinet merah putih korupsi presiden prabowo disuruh turun prof apaan itu,prabowo,PER,2293
2055,rakyat bersu ara aku tidak termasuk kata prof yang benci dengan bapak jokowi kalau menteri korupsi presiden harus tanggung jawab jadi kalau menteri kabinet merah putih korupsi presiden prabowo disuruh turun prof apaan itu,prof apaan,PER,2293
2056,ya kalau rusuhnya masif kmungkinan besar darmil trgantumg keputusan presiden,darmil trgan,PER,2294
2058,presiden prabowo sampaikan dukacita dan instruksikan penanganan cepat banjir di bali dan name that tune,prabowo,PER,2296
2060,presiden komisi eropa ursula telepon duh! leyen kami akan menangguhkan dukungan bilateral kami kepada israel kami akan mengusulkan penangguhan sebagian perjanjian kemitraan dengan israel terkait masalah perdagangan,ursula,PER,2298
2061,politikus partai gerindra yang sekaligus keponakan presiden prabowo rahayu saraswati mengundurkan diri sebagai anggota dpr ri baca selengkapnya laugh loudly rahayusaraswati dprri,prabowo rahayu saraswati,PER,2299
2061,politikus partai gerindra yang sekaligus keponakan presiden prabowo rahayu saraswati mengundurkan diri sebagai anggota dpr ri baca selengkapnya laugh loudly rahayusaraswati dprri,loudly rahayusaraswati,PER,2299
2064,istri mantan presiden yang sono penuh sekeluarga hermes good louis vuitton,sono,PER,2303
2064,istri mantan presiden yang sono penuh sekeluarga hermes good louis vuitton,hermes good louis vuitton,PER,2303
2065,lucu sangat stop it ini tidak tahu posisi darmil itu mau diapa diapa bukan urusan tentara tapi presiden sipil,darmil,PER,2304
2066,keponakan presiden prabowo rahayu saraswati mundur sebagai anggota dpr sontak publik mempertanyakan sikapnya dan fraksi gerindra komentari langkah yang diambil sara simak berita selengkapnya di bawah ini,prabowo rahayu saraswati,PER,2305
2066,keponakan presiden prabowo rahayu saraswati mundur sebagai anggota dpr sontak publik mempertanyakan sikapnya dan fraksi gerindra komentari langkah yang diambil sara simak berita selengkapnya di bawah ini,sara,PER,2305
2067,pecat semua termul baru prabowo hebat dan presiden sesungguhnya,prabowo,PER,2306
2070,tapi dalam video itu jelas stop it pemateri menyebut nama presiden prabowo dan prabowo belum jadi presiden di april di vedeo juga menampak prabowo mengenakan pinlencana kepresidenan ngopi dulu fully understand atau rebahan bentar mungkin kamu lelah,prabowo,PER,2309
2070,tapi dalam video itu jelas stop it pemateri menyebut nama presiden prabowo dan prabowo belum jadi presiden di april di vedeo juga menampak prabowo mengenakan pinlencana kepresidenan ngopi dulu fully understand atau rebahan bentar mungkin kamu lelah,prabowo,PER,2309
2070,tapi dalam video itu jelas stop it pemateri menyebut nama presiden prabowo dan prabowo belum jadi presiden di april di vedeo juga menampak prabowo mengenakan pinlencana kepresidenan ngopi dulu fully understand atau rebahan bentar mungkin kamu lelah,prabowo,PER,2309
2073,dalam suatu berita trump berkata aku harus mendapatkan hadiah nobel karena membawa perdamaian ke dunia berita lainnya perang baru telah dimulai di dunia sejak trump menjadi presiden,trump,PER,2312
2073,dalam suatu berita trump berkata aku harus mendapatkan hadiah nobel karena membawa perdamaian ke dunia berita lainnya perang baru telah dimulai di dunia sejak trump menjadi presiden,trump,PER,2312
2074,presiden omonomon ngangkat pejabat yang omonomon juga,omonomon,PER,2313
2074,presiden omonomon ngangkat pejabat yang omonomon juga,omonomon,PER,2313
2075,termul akan melawan presiden ri tenang bapak presiden rakyat bersama multi user singkirkan paralytic termul di kabinet multi user,termul,PER,2314
2076,presiden prabowo subianto merombak sebagian jajaran kabinetnya di antaranya menteri pemuda dan olahraga menpora ario bimo nandito ariotedjo atau dito selengkapnya,prabowo subianto,PER,2315
2076,presiden prabowo subianto merombak sebagian jajaran kabinetnya di antaranya menteri pemuda dan olahraga menpora ario bimo nandito ariotedjo atau dito selengkapnya,ario bimo nandito ariotedjo,PER,2315
2076,presiden prabowo subianto merombak sebagian jajaran kabinetnya di antaranya menteri pemuda dan olahraga menpora ario bimo nandito ariotedjo atau dito selengkapnya,dito,PER,2315
2081,gaklah bapak prabowo jadi presiden karena ingin membalik paradoks indonesia benaran kalau kagak terbukti silakan marah sama administrator on forum network etc,prabowo,PER,2320
2082,kepada bapak tolong dicek ulang dipantau serius untuk pertamina anak perusahaan dan cucu perusahaan biar tiada korupsi dan kerugian besar ini bro waktu jika perlu menteri bumn komisaris direksi diganti yang dedikasi tinggi jujur loyal pada negara dan presiden,pertamina,ORG,2321
2083,just a minute tanpa sekat presiden prabowo duduk bersama jurnalis senior dan pemimpin media kritik tajam datang bertubitubi tapi tidak satupun yang beliau hindari bahkan beberapa langsung ditindaklanjuti di tempat malam panjang itu membuktikan presiden prabowo bukan pemimpin yang,prabowo,PER,2322
2083,just a minute tanpa sekat presiden prabowo duduk bersama jurnalis senior dan pemimpin media kritik tajam datang bertubitubi tapi tidak satupun yang beliau hindari bahkan beberapa langsung ditindaklanjuti di tempat malam panjang itu membuktikan presiden prabowo bukan pemimpin yang,prabowo,PER,2322
2084,catat ini aleg yang berasal dari dapil dki jakarta tapi memaksakan pindah ibuprofen kota adalah pengkhianat sama pengkhianatnya dengan mantan yang sudah dibantu jadi gubernur dki jakarta supaya bisa jadi presiden tapi maksa pindahkan ibuprofen kota credit card,aleg,PER,2323
2085,kata cucu bung hatta presiden kita seorang penculik punya kekuasaan takut di tumbangkan maka pasal makar menyasar paralytic aktivis untuk membungkam suara rakyat,bung hatta,PER,2324
2086,this komentar kakak salsa erwina soal reshuffle kabinet oleh presiden prabowo tetap kawal terus jangan kendor,salsa erwina,PER,2325
2086,this komentar kakak salsa erwina soal reshuffle kabinet oleh presiden prabowo tetap kawal terus jangan kendor,prabowo,PER,2325
2089,menteri penny pmi sorry if already posted kawal agenda presiden prabowo mukhtarudin berkomitmen menjalankan tugas sesuai arahan presiden prabowo termasuk memperkuat diplomasi dan goodbye kelola perlindungan migran,prabowo mukhtarudin,PER,2328
2089,menteri penny pmi sorry if already posted kawal agenda presiden prabowo mukhtarudin berkomitmen menjalankan tugas sesuai arahan presiden prabowo termasuk memperkuat diplomasi dan goodbye kelola perlindungan migran,prabowo,PER,2328
2096,rahayu saraswati djojohadikusumo keponakan presiden prabowo subianto resmi mengajukan pengunduran diri sebagai anggota dpr surat pengunduran diri itu sudah diserahkan kepada fraksi partai gerindra di dpr rahayu mengundurkan diri setelah pernyataannya dalam podcast,rahayu saraswati djojohadikusumo,PER,2335
2096,rahayu saraswati djojohadikusumo keponakan presiden prabowo subianto resmi mengajukan pengunduran diri sebagai anggota dpr surat pengunduran diri itu sudah diserahkan kepada fraksi partai gerindra di dpr rahayu mengundurkan diri setelah pernyataannya dalam podcast,prabowo subianto,PER,2335
2096,rahayu saraswati djojohadikusumo keponakan presiden prabowo subianto resmi mengajukan pengunduran diri sebagai anggota dpr surat pengunduran diri itu sudah diserahkan kepada fraksi partai gerindra di dpr rahayu mengundurkan diri setelah pernyataannya dalam podcast,rahayu,PER,2335
2097,presiden myday kembali menunjukkan taringnya,myday,PER,2336
2098,working at home keponakan presiden prabowo mundur dari fraksi di dpr ri dan meminta maaf atas ucapan di sebuah podcast,prabowo,PER,2337
2099,woi ada lowongan presiden di nepal itu sana jadi presiden disana saja kamu,wo,PER,2338
2103,bagaimana ceritanya langsung pada mengelu mengelukan srimul anjing pantesan presiden kamu pada prabowo,prabowo,PER,2342
2106,presiden juga berpesan agar kawindra selalu menjaga sikap rendah hati audemarspiguet onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,kawindra,PER,2345
2106,presiden juga berpesan agar kawindra selalu menjaga sikap rendah hati audemarspiguet onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,audemarspigu,PER,2345
2107,presiden prabowo memberikan arahan khusus kepada kawendra lukistian audemarspiguet onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,prabowo,PER,2346
2107,presiden prabowo memberikan arahan khusus kepada kawendra lukistian audemarspiguet onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,kawendra lukistian audemarspigu,PER,2346
2108,breaking pssi berencana menggelar piala presiden pada april berbeda dari sebelumnya piala presiden nanti tidak lagi menjadi turnamen pramusim rencananya akan diikuti oleh grup yang pesertanya juga berasal dari liga nusantara liga dan liga,liga nusantara liga,ORG,2347
2109,presiden prabowo beri arahan kepada kawendra fokus perjuangkan rakyat dan rendah hati audemarspiguet onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,prabowo,PER,2348
2109,presiden prabowo beri arahan kepada kawendra fokus perjuangkan rakyat dan rendah hati audemarspiguet onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,kawendra,PER,2348
2109,presiden prabowo beri arahan kepada kawendra fokus perjuangkan rakyat dan rendah hati audemarspiguet onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,audemarspigu,PER,2348
2111,sinergi untuk kemanusian dan kepedulian sosial kapolres kuningan bersama bupati kuningan dan wakil bupati kuningan mendampingi bapak andi gani sebagai penasihat kapolripresiden kspsi dalam kegiatan sosial kemanusiaan di kecamatan kadugede kabupaten kuningan,bapak andi gani,PER,2350
2112,pilih masoni jadi menpora saja jadi biar sepak bola tambah maju kangmas presiden asli prabowo berani benar berhasil,masoni,PER,2351
2112,pilih masoni jadi menpora saja jadi biar sepak bola tambah maju kangmas presiden asli prabowo berani benar berhasil,prabowo,PER,2351
2114,sejujurnya aku kecewa pilih karena ternyata hanya presiden omon memberi banyak ruang nenek kebo odgj sampai membela bebaskan koruptor masih masalah menteri bendahara negara dibiarkan saja rumahnya dijarah sepantasnya rakyat kecewa,omon,PER,2353
2114,sejujurnya aku kecewa pilih karena ternyata hanya presiden omon memberi banyak ruang nenek kebo odgj sampai membela bebaskan koruptor masih masalah menteri bendahara negara dibiarkan saja rumahnya dijarah sepantasnya rakyat kecewa,kebo odgj,PER,2353
2124,maaf jika jawaban sebelumnya keliru video itu tampak asli dari acara pada april membahas prediksi kepercayaan publik terhadap prabowo pascapemilu saat itu beliau presiden terpilih bukan resmi bukan dari aku independen bukan antek siapa,prabowo,PER,2364
2126,berubah drastis presiden ue pendukung netanyahu umumkan eropa beri sanksi ke israel,netanyahu,PER,2366
2127,presiden prabowo direncanakan akan membuka secara resmi seleksi tilawatil quran dan hadist nasional ke tahun di kota kendari sulawesi tenggara,prabowo,PER,2367
2128,kepala karantina kepulauan riau kepri hasim menghadiri panen perdana budidaya lobster di balai perikanan budidaya laut bpbl batam rabu acara ini turut dihadiri wakil presiden wapres ri gibran rakabuming raka serta ketua komisi four dpr ri siti hediati soeharto,hasim,PER,2368
2128,kepala karantina kepulauan riau kepri hasim menghadiri panen perdana budidaya lobster di balai perikanan budidaya laut bpbl batam rabu acara ini turut dihadiri wakil presiden wapres ri gibran rakabuming raka serta ketua komisi four dpr ri siti hediati soeharto,gibran rakabuming raka,PER,2368
2128,kepala karantina kepulauan riau kepri hasim menghadiri panen perdana budidaya lobster di balai perikanan budidaya laut bpbl batam rabu acara ini turut dihadiri wakil presiden wapres ri gibran rakabuming raka serta ketua komisi four dpr ri siti hediati soeharto,siti hediati soeharto,PER,2368
2129,aspirasi untuk regulasi serikat ojek daring menyampaikan aspirasi kepada pimpinan dpr ri untuk segera mendapatkan payung hukum dari presiden onepiece twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,onepiece,PER,2369
2129,aspirasi untuk regulasi serikat ojek daring menyampaikan aspirasi kepada pimpinan dpr ri untuk segera mendapatkan payung hukum dari presiden onepiece twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,twiceatlollapalooza,PER,2369
2129,aspirasi untuk regulasi serikat ojek daring menyampaikan aspirasi kepada pimpinan dpr ri untuk segera mendapatkan payung hukum dari presiden onepiece twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,twicepalooza hideandsis,PER,2369
2130,serikat ojol meminta perlindungan hukum dari presiden onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,ojol,PER,2370
2130,serikat ojol meminta perlindungan hukum dari presiden onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,saverajaampat,PER,2370
2130,serikat ojol meminta perlindungan hukum dari presiden onepiece saverajaampat twiceatlollapalooza amnestidanpolitik twicepalooza hideandsis gmmtv zonauang jossgawinfanday23xmanila gedung dpr ri,twiceatlollapalooza,PER,2370
2131,terima kasih atas informasinya berdasarkan pencarian terbaru belum ada konfirmasi resmi bahwa presiden prabowo kesulitan menandatangani rpp know namun pemerintah sedang merevisi kebijakan energi nasional untuk target electronic benefits transfer pada termasuk rencana pltn di ruptl,prabowo,PER,2371
2132,yang bikin itu my anak bapak bodoh anak bapak kan halusinasi delusional semua buktinya ibuprofen kerudung pink saja katanya anies yang menggantikan prabowo jadi presiden,anies,PER,2372
2132,yang bikin itu my anak bapak bodoh anak bapak kan halusinasi delusional semua buktinya ibuprofen kerudung pink saja katanya anies yang menggantikan prabowo jadi presiden,prabowo,PER,2372
2133,bhabinkamtibmas giat asta caught in the act bhabinkamtibmas melaksanakan kegiatan implementasi asta caught in the act presiden republik indonesia dalam bidang ketahanan pangan humaspolrespasuruan poldajatim humaspoldajatim humaspolri polisiindonesia polripresisi bhabinkamtibmas jogopasuruan,jogopasuruan,PER,2373
2135,hello benar presiden selaku ketua dewan energi nasional kesulitan menandatangani rpp kebijakan energi nasional nuclear construction engineering dari itb perlu bantu menegakkan definisi energi nasional agar supaya planning processes terjadi dengan optimal,hello,PER,2375
2136,pantesan mm ok menolak gugatan beberapa masy tentang tingkat pendidikan presiden dan wapres minimal s1 katanya sama saja boleh kok cocok ini calon menpora yang hanya tamatan sama kalau aku mending taufik hidayat yang jadi menpora secara dia itu ahli dibidangnya sebagai mantan atlet,taufik hidayat,PER,2376
2137,presiden mca small kakak siong menolak gesaan ketua pemuda umno dari akmal saleh supaya dia memohon maaf kepada kementerian pendidikan tinggi kpt kata small dia hanya menuntut penjelasan berhubung data rasmi pengambilan pelajar ke universiti awam ua dan tidak pernah menyerang,small kakak siong,PER,2377
2137,presiden mca small kakak siong menolak gesaan ketua pemuda umno dari akmal saleh supaya dia memohon maaf kepada kementerian pendidikan tinggi kpt kata small dia hanya menuntut penjelasan berhubung data rasmi pengambilan pelajar ke universiti awam ua dan tidak pernah menyerang,akmal saleh,PER,2377
2137,presiden mca small kakak siong menolak gesaan ketua pemuda umno dari akmal saleh supaya dia memohon maaf kepada kementerian pendidikan tinggi kpt kata small dia hanya menuntut penjelasan berhubung data rasmi pengambilan pelajar ke universiti awam ua dan tidak pernah menyerang,small,PER,2377
2140,sahabatbahari hari ini wakil presiden ri dan ketua komisi four dpr ri titiek soeharto bersama menteri kelautan dan perikanan melakukan panen perdana lobster di modeling budidaya bpbl batam panenlobster modelingbudidayalobster lobsterindonesia,titiek soeharto,PER,2380
2146,presiden prabowo menegaskan bahwa aliansi brics kini memainkan peran penting sebagai pilar stabilitas di tengah ketidakpastian geopolitik dunia,prabowo,PER,2386
2147,ini kok aneh sekali di wilayah kedaulatan nkri ada yang membangun tembok beton di pantai cilincing tapi tidak tahu siapa yang membangun dan siapa yang mengizinkan mnrt dinas seventh-day adventist dki ini bukan bagian dari proyek ncicd mohon perhatian presiden credit card,##rt dinas seventh - day adventist dki,ORG,2387
2151,perdana menteri anwar ibrahim mengesahkan presiden amerika syarikat donald trump akan mengunjungi malaysia pada bulan depan bersempena sidang kemuncak asean ke47,anwar ibrahim,PER,2391
2151,perdana menteri anwar ibrahim mengesahkan presiden amerika syarikat donald trump akan mengunjungi malaysia pada bulan depan bersempena sidang kemuncak asean ke47,donald trump,PER,2391
2152,presiden prabowo menyampaikan duka caught in the act atas banjir di bali hingga name that tune dia menginstruksikan bnpb untuk cepat tanggap dan distribusi bantuan,prabowo,PER,2392
2154,budaya ksatria dan malu dimulai dari ponakan presiden prabowo subianto,prabowo subianto,PER,2394
2159,tapi jokowi dan gibran sukses jadi walikota solo keduanya jokowi jadi gubernur dki jakarta dan presiden tapi periode anaknya gibran jadi wapres mana ada dari sokarno sampai surabaya,jokowi,PER,2399
2159,tapi jokowi dan gibran sukses jadi walikota solo keduanya jokowi jadi gubernur dki jakarta dan presiden tapi periode anaknya gibran jadi wapres mana ada dari sokarno sampai surabaya,gibran,PER,2399
2159,tapi jokowi dan gibran sukses jadi walikota solo keduanya jokowi jadi gubernur dki jakarta dan presiden tapi periode anaknya gibran jadi wapres mana ada dari sokarno sampai surabaya,jokowi,PER,2399
2159,tapi jokowi dan gibran sukses jadi walikota solo keduanya jokowi jadi gubernur dki jakarta dan presiden tapi periode anaknya gibran jadi wapres mana ada dari sokarno sampai surabaya,gibran,PER,2399
2160,ketua umum pssi erick thohir mengumumkan rencana digelarnya piala presiden pada april dengan konsep baru dan melibatkan klub turnamen ini tidak lagi berstatus sebagai ajang pramusim melainkan dirancang sebagai kompetisi yang lebih besar dan ajang menambah just a minute terbang,erick thohir,PER,2400
2163,setakat ini aku dapat information dari tapi presiden non-governmental organization yang hadir dalam mesyuarat tersebutsekarang aku difahamkan oleh mereka bahawa sekarang ini non-governmental organization non-governmental organization terbabit sudah macam buntuini link antara presiden non-governmental organization haiwan yang dedahkan di medsos,non - governmental organization,ORG,2403
2163,setakat ini aku dapat information dari tapi presiden non-governmental organization yang hadir dalam mesyuarat tersebutsekarang aku difahamkan oleh mereka bahawa sekarang ini non-governmental organization non-governmental organization terbabit sudah macam buntuini link antara presiden non-governmental organization haiwan yang dedahkan di medsos,non - governmental organization non - governmental organization,ORG,2403
2163,setakat ini aku dapat information dari tapi presiden non-governmental organization yang hadir dalam mesyuarat tersebutsekarang aku difahamkan oleh mereka bahawa sekarang ini non-governmental organization non-governmental organization terbabit sudah macam buntuini link antara presiden non-governmental organization haiwan yang dedahkan di medsos,non - governmental organization,ORG,2403
2165,presiden prabowo bawa atmosphere positif buat generasi sehat di aceh dengan programnya,prabowo,PER,2405
2169,perdana menteri malaysia anwar ibrahim mengungkapkan bahwa presiden prabowo meneleponnya langsung saat dia memimpin rapat hubungan antar pemimpin asean disebut unik dan penuh kepercayaan,anwar ibrahim,PER,2409
2169,perdana menteri malaysia anwar ibrahim mengungkapkan bahwa presiden prabowo meneleponnya langsung saat dia memimpin rapat hubungan antar pemimpin asean disebut unik dan penuh kepercayaan,prabowo,PER,2409
2170,jilatan pertama menteri keuangan menkeu purbaya bulan pemerintahan prabowo kesejahteraan rakyat meningkat menteri keuangan purbaya yudhi sadewa menyebut kesejahteraan masyarakat meningkat selama bulan pertama pemerintahan presiden prabowo subianto,menkeu,PER,2410
2170,jilatan pertama menteri keuangan menkeu purbaya bulan pemerintahan prabowo kesejahteraan rakyat meningkat menteri keuangan purbaya yudhi sadewa menyebut kesejahteraan masyarakat meningkat selama bulan pertama pemerintahan presiden prabowo subianto,purbaya,PER,2410
2170,jilatan pertama menteri keuangan menkeu purbaya bulan pemerintahan prabowo kesejahteraan rakyat meningkat menteri keuangan purbaya yudhi sadewa menyebut kesejahteraan masyarakat meningkat selama bulan pertama pemerintahan presiden prabowo subianto,prabowo,PER,2410
2170,jilatan pertama menteri keuangan menkeu purbaya bulan pemerintahan prabowo kesejahteraan rakyat meningkat menteri keuangan purbaya yudhi sadewa menyebut kesejahteraan masyarakat meningkat selama bulan pertama pemerintahan presiden prabowo subianto,purbaya yudhi sadewa,PER,2410
2170,jilatan pertama menteri keuangan menkeu purbaya bulan pemerintahan prabowo kesejahteraan rakyat meningkat menteri keuangan purbaya yudhi sadewa menyebut kesejahteraan masyarakat meningkat selama bulan pertama pemerintahan presiden prabowo subianto,prabowo subianto,PER,2410
2173,gerakan sppi bersama presiden prabowo jadi role model buat program pembangunan,prabowo,PER,2414
2174,apa hiya bapak presiden prabowo subianto tidak tahu hal iniapa hiya beliau cuek dengan hal ini apakah harus rakyat yang harus melawan oligarkikenapa republik indonesia jadi pengecut dengan oligarki,prabowo subianto,PER,2415
2175,presiden mca small kakak siong melancarkan kritikan terbarunya terhadap kementerian pendidikan tinggi kpt dengan mempertikai angka yang disebut kementerian itu pada kenyataannya berhubung rungutan pelajar cemerlang stpm edward wong secara khusus small menekankan bahawa walaupun,small,PER,2416
2175,presiden mca small kakak siong melancarkan kritikan terbarunya terhadap kementerian pendidikan tinggi kpt dengan mempertikai angka yang disebut kementerian itu pada kenyataannya berhubung rungutan pelajar cemerlang stpm edward wong secara khusus small menekankan bahawa walaupun,kakak siong,PER,2416
2175,presiden mca small kakak siong melancarkan kritikan terbarunya terhadap kementerian pendidikan tinggi kpt dengan mempertikai angka yang disebut kementerian itu pada kenyataannya berhubung rungutan pelajar cemerlang stpm edward wong secara khusus small menekankan bahawa walaupun,edward wong,PER,2416
2175,presiden mca small kakak siong melancarkan kritikan terbarunya terhadap kementerian pendidikan tinggi kpt dengan mempertikai angka yang disebut kementerian itu pada kenyataannya berhubung rungutan pelajar cemerlang stpm edward wong secara khusus small menekankan bahawa walaupun,small,PER,2416
2178,sppi dan presiden prabowo membuktikan kalau kolaborasi anak muda bisa berdampak gede,prabowo,PER,2419
